"","gene_id","Teso_resistant","teso_susceptible","Teso_resistant.1","teso_susceptible.1"
"7353","AFUN010948",16,93,16,93
"7354","AFUN010950",169,31,169,31
"7355","AFUN010951",893,881,893,881
"7356","AFUN010952",97,33,97,33
"7357","AFUN010953",188,362,188,362
"7358","AFUN010954",0,12,0,12
"7359","AFUN010955",140,69,140,69
"7360","AFUN010956",481,202,481,202
"7361","AFUN010957",82,311,82,311
"7362","AFUN010958",141,235,141,235
"7363","AFUN010964",3702,1093,3702,1093
"7364","AFUN010965",12,23,12,23
"7365","AFUN010966",119,61,119,61
"7366","AFUN010969",871,148,871,148
"7367","AFUN010970",176,138,176,138
"7368","AFUN010972",1968,846,1968,846
"7369","AFUN010973",6223,1027,6223,1027
"7370","AFUN010976",483,197,483,197
"7371","AFUN010977",883,408,883,408
"7372","AFUN010978",3407,1188,3407,1188
"7373","AFUN010979",126,174,126,174
"7374","AFUN010981",114,28,114,28
"7375","AFUN010982",266,65,266,65
"7376","AFUN010983",104,17,104,17
"7377","AFUN010985",918,334,918,334
"7378","AFUN010986",200,34,200,34
"7379","AFUN010987",201,49,201,49
"7380","AFUN010990",398,168,398,168
"7381","AFUN010991",350,60,350,60
"7382","AFUN010992",469,422,469,422
"7383","AFUN010999",5277,2300,5277,2300
"7384","AFUN011002",27,28,27,28
"7385","AFUN011003",112,31,112,31
"7386","AFUN011004",558,201,558,201
"7387","AFUN011005",2758,464,2758,464
"7388","AFUN011006",8965,3817,8965,3817
"7389","AFUN011007",2598,791,2598,791
"7390","AFUN011008",220,24,220,24
"7391","AFUN011009",602,171,602,171
"7392","AFUN011010",2800,975,2800,975
"7393","AFUN011011",630,364,630,364
"7394","AFUN011012",1607,679,1607,679
"7395","AFUN011014",750,82,750,82
"7396","AFUN011015",1080,368,1080,368
"7397","AFUN011016",1459,609,1459,609
"7398","AFUN011017",22,169,22,169
"7399","AFUN011018",186,143,186,143
"7400","AFUN011019",2106,304,2106,304
"7401","AFUN011020",484,142,484,142
"7402","AFUN011021",534,139,534,139
"7403","AFUN011022",39,16,39,16
"7404","AFUN011024",2754,1447,2754,1447
"7405","AFUN011025",2686,1510,2686,1510
"7406","AFUN011026",346,254,346,254
"7407","AFUN011027",428,313,428,313
"7408","AFUN011028",595,361,595,361
"7409","AFUN011029",0,0,0,0
"7410","AFUN011030",706,459,706,459
"7411","AFUN011032",72,51,72,51
"7412","AFUN011034",4808,1128,4808,1128
"7413","AFUN011037",578,120,578,120
"7414","AFUN011040",23,6,23,6
"7415","AFUN011041",1029,482,1029,482
"7416","AFUN011042",2177,978,2177,978
"7417","AFUN011043",53,20,53,20
"7418","AFUN011044",2438,484,2438,484
"7419","AFUN011046",2232,519,2232,519
"7420","AFUN011047",4,3,4,3
"7421","AFUN011051",447,51,447,51
"7422","AFUN011053",44,303,44,303
"7423","AFUN011054",48,58,48,58
"7424","AFUN011055",74,839,74,839
"7425","AFUN011058",80,84,80,84
"7426","AFUN011059",469,418,469,418
"7427","AFUN011062",6,16,6,16
"7428","AFUN011063",791,699,791,699
"7429","AFUN011064",19,25,19,25
"7430","AFUN011065",10320,16482,10320,16482
"7431","AFUN011070",101,79,101,79
"7432","AFUN011071",206,127,206,127
"7433","AFUN011072",6157,1541,6157,1541
"7434","AFUN011073",265,143,265,143
"7435","AFUN011074",255,119,255,119
"7436","AFUN011075",2406,705,2406,705
"7437","AFUN011076",781,240,781,240
"7438","AFUN011078",919,329,919,329
"7439","AFUN011079",445,153,445,153
"7440","AFUN011081",258,114,258,114
"7441","AFUN011082",27,19,27,19
"7442","AFUN011085",13,142,13,142
"7443","AFUN011090",1,3,1,3
"7444","AFUN011091",55,13,55,13
"7445","AFUN011092",0,1,0,1
"7446","AFUN011097",547,167,547,167
"7447","AFUN011098",0,0,0,0
"7448","AFUN011100",59,15,59,15
"7449","AFUN011101",72,23,72,23
"7450","AFUN011103",509,256,509,256
"7451","AFUN011104",2155,1270,2155,1270
"7452","AFUN011105",1462,549,1462,549
"7453","AFUN011106",445,82,445,82
"7454","AFUN011107",111,18,111,18
"7455","AFUN011108",1,0,1,0
"7456","AFUN011113",6,8,6,8
"7457","AFUN011115",25,322,25,322
"7458","AFUN011116",39,105,39,105
"7459","AFUN011117",1,68,1,68
"7460","AFUN011118",3955,1342,3955,1342
"7461","AFUN011119",37,107,37,107
"7462","AFUN011120",469,153,469,153
"7463","AFUN011121",710,439,710,439
"7464","AFUN011122",30,67,30,67
"7465","AFUN011123",125,103,125,103
"7466","AFUN011124",15,8,15,8
"7467","AFUN011126",1501,1324,1501,1324
"7468","AFUN011127",184,695,184,695
"7469","AFUN011130",12,27,12,27
"7470","AFUN011131",14,10,14,10
"7471","AFUN011132",0,4,0,4
"7472","AFUN011133",16,8,16,8
"7473","AFUN011137",13,0,13,0
"7474","AFUN011138",0,0,0,0
"7475","AFUN011139",0,0,0,0
"7476","AFUN011141",0,0,0,0
"7477","AFUN011142",0,0,0,0
"7478","AFUN011143",0,0,0,0
"7479","AFUN011144",0,0,0,0
"7480","AFUN011145",18,0,18,0
"7481","AFUN011147",0,0,0,0
"7482","AFUN011150",2,9,2,9
"7483","AFUN011151",184,45,184,45
"7484","AFUN011154",585,86,585,86
"7485","AFUN011155",2084,789,2084,789
"7486","AFUN011159",80,28,80,28
"7487","AFUN011168",457,284,457,284
"7488","AFUN011169",137,34,137,34
"7489","AFUN011171",255,79,255,79
"7490","AFUN011172",313,167,313,167
"7491","AFUN011177",1633,1236,1633,1236
"7492","AFUN011179",137,12,137,12
"7493","AFUN011185",35,7,35,7
"7494","AFUN011187",161,642,161,642
"7495","AFUN011188",2372,546,2372,546
"7496","AFUN011189",321,91,321,91
"7497","AFUN011191",4695,795,4695,795
"7498","AFUN011192",392,170,392,170
"7499","AFUN011195",133954,90543,133954,90543
"7500","AFUN011196",1069,636,1069,636
"7501","AFUN011197",865,3642,865,3642
"7502","AFUN011198",170,56,170,56
"7503","AFUN011199",69,19,69,19
"7504","AFUN011200",1,3,1,3
"7505","AFUN011201",19,19,19,19
"7506","AFUN011203",15,4,15,4
"7507","AFUN011204",23,24,23,24
"7508","AFUN011205",1038,1110,1038,1110
"7509","AFUN011206",993,122,993,122
"7510","AFUN011207",1503,416,1503,416
"7511","AFUN011210",262,118,262,118
"7512","AFUN011211",437,99,437,99
"7513","AFUN011212",6138,3287,6138,3287
"7514","AFUN011216",90,41,90,41
"7515","AFUN011217",718,286,718,286
"7516","AFUN011218",1868,1664,1868,1664
"7517","AFUN011219",281,88,281,88
"7518","AFUN011220",13960,3884,13960,3884
"7519","AFUN011229",155,59,155,59
"7520","AFUN011234",46,93,46,93
"7521","AFUN011235",65,30,65,30
"7522","AFUN011236",879,326,879,326
"7523","AFUN011238",368,425,368,425
"7524","AFUN011239",290,122,290,122
"7525","AFUN011244",63,28,63,28
"7526","AFUN011246",22,1,22,1
"7527","AFUN011247",727,65,727,65
"7528","AFUN011251",549,300,549,300
"7529","AFUN011253",220,67,220,67
"7530","AFUN011254",165,30,165,30
"7531","AFUN011255",1550,435,1550,435
"7532","AFUN011256",619,266,619,266
"7533","AFUN011261",36,10,36,10
"7534","AFUN011262",1,0,1,0
"7535","AFUN011263",41,1,41,1
"7536","AFUN011264",16,5,16,5
"7537","AFUN011265",85,189,85,189
"7538","AFUN011266",31,89,31,89
"7539","AFUN011269",39,24,39,24
"7540","AFUN011270",207,35,207,35
"7541","AFUN011271",645,419,645,419
"7542","AFUN011272",94,23,94,23
"7543","AFUN011273",53,19,53,19
"7544","AFUN011277",1422,270,1422,270
"7545","AFUN011278",702,174,702,174
"7546","AFUN011279",369,86,369,86
"7547","AFUN011280",574,420,574,420
"7548","AFUN011281",9935,3505,9935,3505
"7549","AFUN011282",128,310,128,310
"7550","AFUN011284",3,4,3,4
"7551","AFUN011285",5,19,5,19
"7552","AFUN011286",14,24,14,24
"7553","AFUN011289",116,48,116,48
"7554","AFUN011290",205,116,205,116
"7555","AFUN011291",192,117,192,117
"7556","AFUN011292",3772,5433,3772,5433
"7557","AFUN011295",699,497,699,497
"7558","AFUN011296",660,353,660,353
"7559","AFUN011297",0,1,0,1
"7560","AFUN011298",55,28,55,28
"7561","AFUN011299",56,21,56,21
"7562","AFUN011300",168,93,168,93
"7563","AFUN011301",84,20,84,20
"7564","AFUN011302",76,30,76,30
"7565","AFUN011303",358,424,358,424
"7566","AFUN011304",220,43,220,43
"7567","AFUN011305",742,200,742,200
"7568","AFUN011306",57,2,57,2
"7569","AFUN011307",22,8,22,8
"7570","AFUN011308",166,7,166,7
"7571","AFUN011311",55,53,55,53
"7572","AFUN011312",544,111,544,111
"7573","AFUN011313",9,18,9,18
"7574","AFUN011314",149,90,149,90
"7575","AFUN011318",1267,753,1267,753
"7576","AFUN011319",614,231,614,231
"7577","AFUN011320",160,95,160,95
"7578","AFUN011322",692,165,692,165
"7579","AFUN011323",364,97,364,97
"7580","AFUN011324",394,148,394,148
"7581","AFUN011325",32,224,32,224
"7582","AFUN011326",605,225,605,225
"7583","AFUN011327",689,130,689,130
"7584","AFUN011328",302,168,302,168
"7585","AFUN011329",405,197,405,197
"7586","AFUN011332",2644,2096,2644,2096
"7587","AFUN011333",260,193,260,193
"7588","AFUN011335",105,38,105,38
"7589","AFUN011336",12588,4149,12588,4149
"7590","AFUN011337",0,17,0,17
"7591","AFUN011338",1545,636,1545,636
"7592","AFUN011339",901,296,901,296
"7593","AFUN011340",1932,506,1932,506
"7594","AFUN011341",44,31,44,31
"7595","AFUN011342",1257,573,1257,573
"7596","AFUN011344",37,23,37,23
"7597","AFUN011345",601,629,601,629
"7598","AFUN011346",53,4,53,4
"7599","AFUN011348",5977,1303,5977,1303
"7600","AFUN011349",118,47,118,47
"7601","AFUN011350",2,6,2,6
"7602","AFUN011354",60,26,60,26
"7603","AFUN011358",746,97,746,97
"7604","AFUN011359",5,17,5,17
"7605","AFUN011360",86,48,86,48
"7606","AFUN011361",11,24,11,24
"7607","AFUN011362",0,3,0,3
"7608","AFUN011363",0,0,0,0
"7609","AFUN011364",0,0,0,0
"7610","AFUN011365",6,0,6,0
"7611","AFUN011366",0,4,0,4
"7612","AFUN011367",0,7,0,7
"7613","AFUN011368",0,9,0,9
"7614","AFUN011369",11,6,11,6
"7615","AFUN011371",21,188,21,188
"7616","AFUN011372",2,22,2,22
"7617","AFUN011378",480,197,480,197
"7618","AFUN011380",165,51,165,51
"7619","AFUN011381",1670,508,1670,508
"7620","AFUN011382",216,59,216,59
"7621","AFUN011383",745,768,745,768
"7622","AFUN011384",3474,1081,3474,1081
"7623","AFUN011385",76,80,76,80
"7624","AFUN011386",3611,1493,3611,1493
"7625","AFUN011387",422,91,422,91
"7626","AFUN011388",261,259,261,259
"7627","AFUN011389",3913,2750,3913,2750
"7628","AFUN011390",271,193,271,193
"7629","AFUN011393",434,81,434,81
"7630","AFUN011394",1453,338,1453,338
"7631","AFUN011398",3,12,3,12
"7632","AFUN011404",57,10,57,10
"7633","AFUN011405",5280,2149,5280,2149
"7634","AFUN011407",821,3118,821,3118
"7635","AFUN011408",19,0,19,0
"7636","AFUN011409",3,4,3,4
"7637","AFUN011410",561,294,561,294
"7638","AFUN011412",182,240,182,240
"7639","AFUN011414",15,29,15,29
"7640","AFUN011418",149,426,149,426
"7641","AFUN011420",0,10,0,10
"7642","AFUN011421",11,15,11,15
"7643","AFUN011423",67,33,67,33
"7644","AFUN011424",468,270,468,270
"7645","AFUN011431",5,7,5,7
"7646","AFUN011432",4,21,4,21
"7647","AFUN011437",2619,2090,2619,2090
"7648","AFUN011438",217,133,217,133
"7649","AFUN011439",167,42,167,42
"7650","AFUN011440",2544,689,2544,689
"7651","AFUN011446",1608,212,1608,212
"7652","AFUN011447",1143,234,1143,234
"7653","AFUN011448",654,130,654,130
"7654","AFUN011451",705,309,705,309
"7655","AFUN011453",214,30,214,30
"7656","AFUN011454",261,107,261,107
"7657","AFUN011455",2660,642,2660,642
"7658","AFUN011456",48,152,48,152
"7659","AFUN011457",63,42,63,42
"7660","AFUN011458",2,0,2,0
"7661","AFUN011459",327,67,327,67
"7662","AFUN011460",18,5,18,5
"7663","AFUN011463",854,274,854,274
"7664","AFUN011465",7007,522,7007,522
"7665","AFUN011466",51,66,51,66
"7666","AFUN011467",2,48,2,48
"7667","AFUN011468",0,4,0,4
"7668","AFUN011469",1,9,1,9
"7669","AFUN011470",99,127,99,127
"7670","AFUN011471",3,9,3,9
"7671","AFUN011472",1048,313,1048,313
"7672","AFUN011473",176,157,176,157
"7673","AFUN011474",302,140,302,140
"7674","AFUN011475",820,550,820,550
"7675","AFUN011476",555,184,555,184
"7676","AFUN011479",182,190,182,190
"7677","AFUN011480",0,0,0,0
"7678","AFUN011481",321,160,321,160
"7679","AFUN011482",8,22,8,22
"7680","AFUN011483",73,48,73,48
"7681","AFUN011485",78,41,78,41
"7682","AFUN011488",94,34,94,34
"7683","AFUN011489",22,12,22,12
"7684","AFUN011490",457,84,457,84
"7685","AFUN011491",527,627,527,627
"7686","AFUN011493",71,44,71,44
"7687","AFUN011494",258,355,258,355
"7688","AFUN011496",2315,553,2315,553
"7689","AFUN011497",153,60,153,60
"7690","AFUN011499",4057,2914,4057,2914
"7691","AFUN011500",314,176,314,176
"7692","AFUN011501",151,65,151,65
"7693","AFUN011502",13,9,13,9
"7694","AFUN011503",2190,307,2190,307
"7695","AFUN011504",785,263,785,263
"7696","AFUN011505",7430,1411,7430,1411
"7697","AFUN011506",190,346,190,346
"7698","AFUN011508",92,62,92,62
"7699","AFUN011509",749,617,749,617
"7700","AFUN011510",925,895,925,895
"7701","AFUN011512",115,215,115,215
"7702","AFUN011513",929,1577,929,1577
"7703","AFUN011515",292,283,292,283
"7704","AFUN011516",928,259,928,259
"7705","AFUN011518",87,24,87,24
"7706","AFUN011521",228,76,228,76
"7707","AFUN011523",482,343,482,343
"7708","AFUN011524",36,0,36,0
"7709","AFUN011525",21,13,21,13
"7710","AFUN011528",1820,426,1820,426
"7711","AFUN011529",917,405,917,405
"7712","AFUN011532",286,1268,286,1268
"7713","AFUN011537",12,5,12,5
"7714","AFUN011538",6188,1668,6188,1668
"7715","AFUN011539",17,57,17,57
"7716","AFUN011540",891,711,891,711
"7717","AFUN011546",131,49,131,49
"7718","AFUN011547",1876,848,1876,848
"7719","AFUN011548",78,19,78,19
"7720","AFUN011549",1654,443,1654,443
"7721","AFUN011550",11,26,11,26
"7722","AFUN011551",862,792,862,792
"7723","AFUN011552",5,21,5,21
"7724","AFUN011553",331,133,331,133
"7725","AFUN011558",1729,336,1729,336
"7726","AFUN011559",81,56,81,56
"7727","AFUN011560",3021,2269,3021,2269
"7728","AFUN011561",14,47,14,47
"7729","AFUN011563",6,17,6,17
"7730","AFUN011564",3,13,3,13
"7731","AFUN011565",329,74,329,74
"7732","AFUN011566",1473,719,1473,719
"7733","AFUN011567",207,164,207,164
"7734","AFUN011568",14,4,14,4
"7735","AFUN011569",882,104,882,104
"7736","AFUN011570",330,50,330,50
"7737","AFUN011571",650,126,650,126
"7738","AFUN011574",11099,2623,11099,2623
"7739","AFUN011575",152,103,152,103
"7740","AFUN011576",1822,301,1822,301
"7741","AFUN011577",1144,253,1144,253
"7742","AFUN011578",1642,443,1642,443
"7743","AFUN011579",417,145,417,145
"7744","AFUN011580",2015,403,2015,403
"7745","AFUN011581",19,0,19,0
"7746","AFUN011582",68,43,68,43
"7747","AFUN011583",175,80,175,80
"7748","AFUN011584",30,27,30,27
"7749","AFUN011585",763,379,763,379
"7750","AFUN011586",490,1247,490,1247
"7751","AFUN011588",88,38,88,38
"7752","AFUN011589",85,33,85,33
"7753","AFUN011593",1232,480,1232,480
"7754","AFUN011595",1220,510,1220,510
"7755","AFUN011596",2005,1201,2005,1201
"7756","AFUN011597",2005,299,2005,299
"7757","AFUN011598",5237,2671,5237,2671
"7758","AFUN011601",29,164,29,164
"7759","AFUN011604",1120,860,1120,860
"7760","AFUN011609",1303,351,1303,351
"7761","AFUN011611",243,41,243,41
"7762","AFUN011612",959,280,959,280
"7763","AFUN011613",1013,381,1013,381
"7764","AFUN011614",3584,1034,3584,1034
"7765","AFUN011615",283,86,283,86
"7766","AFUN011616",4196,820,4196,820
"7767","AFUN011619",107,17,107,17
"7768","AFUN011620",26,30,26,30
"7769","AFUN011621",1193,928,1193,928
"7770","AFUN011622",81,16,81,16
"7771","AFUN011623",31,54,31,54
"7772","AFUN011624",9,21,9,21
"7773","AFUN011625",25,14,25,14
"7774","AFUN011627",50,132,50,132
"7775","AFUN011628",223,36,223,36
"7776","AFUN011629",221,42,221,42
"7777","AFUN011630",135,67,135,67
"7778","AFUN011631",2286,2075,2286,2075
"7779","AFUN011633",1655,385,1655,385
"7780","AFUN011636",17,2,17,2
"7781","AFUN011637",24,0,24,0
"7782","AFUN011638",2,3,2,3
"7783","AFUN011640",814,132,814,132
"7784","AFUN011641",182,74,182,74
"7785","AFUN011642",956,1153,956,1153
"7786","AFUN011645",272,133,272,133
"7787","AFUN011646",2398,844,2398,844
"7788","AFUN011647",11,33,11,33
"7789","AFUN011648",722,695,722,695
"7790","AFUN011651",5,0,5,0
"7791","AFUN011656",1581,764,1581,764
"7792","AFUN011657",14,62,14,62
"7793","AFUN011660",7,46,7,46
"7794","AFUN011661",9,44,9,44
"7795","AFUN011662",872,1207,872,1207
"7796","AFUN011663",103,66,103,66
"7797","AFUN011665",270,30,270,30
"7798","AFUN011667",314,103,314,103
"7799","AFUN011672",540,45,540,45
"7800","AFUN011676",213,65,213,65
"7801","AFUN011677",233,116,233,116
"7802","AFUN011678",19203,7042,19203,7042
"7803","AFUN011679",0,0,0,0
"7804","AFUN011680",129,51,129,51
"7805","AFUN011681",350,333,350,333
"7806","AFUN011682",1857,396,1857,396
"7807","AFUN011684",79,27,79,27
"7808","AFUN011693",19,6,19,6
"7809","AFUN011703",334,251,334,251
"7810","AFUN011705",264,512,264,512
"7811","AFUN011706",122,39,122,39
"7812","AFUN011708",525,153,525,153
"7813","AFUN011710",200,29,200,29
"7814","AFUN011711",542,89,542,89
"7815","AFUN011712",19143,9669,19143,9669
"7816","AFUN011713",352,66,352,66
"7817","AFUN011714",4856,785,4856,785
"7818","AFUN011715",6862,1091,6862,1091
"7819","AFUN011717",89,178,89,178
"7820","AFUN011720",480,115,480,115
"7821","AFUN011721",401,94,401,94
"7822","AFUN011722",135,64,135,64
"7823","AFUN011723",795,211,795,211
"7824","AFUN011724",44,37,44,37
"7825","AFUN011726",22,26,22,26
"7826","AFUN011728",113,22,113,22
"7827","AFUN011730",38,14,38,14
"7828","AFUN011731",78,49,78,49
"7829","AFUN011732",655,478,655,478
"7830","AFUN011734",820,245,820,245
"7831","AFUN011735",521,117,521,117
"7832","AFUN011737",599,848,599,848
"7833","AFUN011738",4021,2301,4021,2301
"7834","AFUN011739",1406,976,1406,976
"7835","AFUN011740",1515,482,1515,482
"7836","AFUN011743",57,27,57,27
"7837","AFUN011744",563,86,563,86
"7838","AFUN011750",37,152,37,152
"7839","AFUN011751",2308,577,2308,577
"7840","AFUN011752",451,865,451,865
"7841","AFUN011753",301,357,301,357
"7842","AFUN011754",6256,9858,6256,9858
"7843","AFUN011755",95,50,95,50
"7844","AFUN011756",2082,768,2082,768
"7845","AFUN011757",24,13,24,13
"7846","AFUN011758",21,0,21,0
"7847","AFUN011760",147,212,147,212
"7848","AFUN011761",1124,1030,1124,1030
"7849","AFUN011762",11,0,11,0
"7850","AFUN011763",16,0,16,0
"7851","AFUN011764",4,0,4,0
"7852","AFUN011765",1,0,1,0
"7853","AFUN011768",21807,8764,21807,8764
"7854","AFUN011769",54,34,54,34
"7855","AFUN011770",48,41,48,41
"7856","AFUN011771",175,54,175,54
"7857","AFUN011773",183,94,183,94
"7858","AFUN011774",727,279,727,279
"7859","AFUN011775",331,206,331,206
"7860","AFUN011777",9,10,9,10
"7861","AFUN011779",4407,944,4407,944
"7862","AFUN011780",1095,688,1095,688
"7863","AFUN011781",5262,4226,5262,4226
"7864","AFUN011782",437,153,437,153
"7865","AFUN011787",2418,617,2418,617
"7866","AFUN011788",580,133,580,133
"7867","AFUN011789",281,45,281,45
"7868","AFUN011790",759,465,759,465
"7869","AFUN011791",612,175,612,175
"7870","AFUN011793",396,1027,396,1027
"7871","AFUN011794",17,89,17,89
"7872","AFUN011795",58,85,58,85
"7873","AFUN011796",151,25,151,25
"7874","AFUN011813",2115,406,2115,406
"7875","AFUN011815",979,215,979,215
"7876","AFUN011816",34,42,34,42
"7877","AFUN011817",563,462,563,462
"7878","AFUN011818",182,75,182,75
"7879","AFUN011823",614,336,614,336
"7880","AFUN011824",740,154,740,154
"7881","AFUN011825",2171,550,2171,550
"7882","AFUN011826",74,11,74,11
"7883","AFUN011827",478,82,478,82
"7884","AFUN011829",1,12,1,12
"7885","AFUN011830",0,11,0,11
"7886","AFUN011831",0,2,0,2
"7887","AFUN011832",659,344,659,344
"7888","AFUN011835",117,186,117,186
"7889","AFUN011840",0,25,0,25
"7890","AFUN011841",2,7,2,7
"7891","AFUN011843",78,35,78,35
"7892","AFUN011852",25,0,25,0
"7893","AFUN011853",35,31,35,31
"7894","AFUN011857",1733,1123,1733,1123
"7895","AFUN011860",23,0,23,0
"7896","AFUN011864",129,20,129,20
"7897","AFUN011865",70,33,70,33
"7898","AFUN011866",0,0,0,0
"7899","AFUN011868",0,0,0,0
"7900","AFUN011869",6,0,6,0
"7901","AFUN011870",24,6,24,6
"7902","AFUN011871",9,0,9,0
"7903","AFUN011872",45,28,45,28
"7904","AFUN011873",0,0,0,0
"7905","AFUN011874",0,0,0,0
"7906","AFUN011877",0,0,0,0
"7907","AFUN011881",0,0,0,0
"7908","AFUN011884",51,17,51,17
"7909","AFUN011885",0,0,0,0
"7910","AFUN011886",0,0,0,0
"7911","AFUN011887",515,510,515,510
"7912","AFUN011890",79,10,79,10
"7913","AFUN011891",1,0,1,0
"7914","AFUN011892",1,0,1,0
"7915","AFUN011893",25,78,25,78
"7916","AFUN011898",0,0,0,0
"7917","AFUN011899",10,0,10,0
