"","gene_id","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"12242","AFUN020435",22436,14927,15902,13178,18576,22017,12997,29615,24567,37882
"12243","AFUN020436",828,502,479,368,438,640,349,1002,838,1640
"12244","AFUN020437",2757,1027,1018,3452,2709,1854,640,2781,1380,1533
"12245","AFUN020438",881,583,583,297,759,737,470,848,555,1070
"12246","AFUN020439",804,491,516,314,492,723,413,922,644,1188
"12247","AFUN020440",1458,862,987,861,911,1544,822,1674,1466,2149
"12248","AFUN020441",1388,473,521,778,874,959,363,1418,961,1379
"12249","AFUN020442",1395,900,998,563,669,1484,852,1623,1545,2195
"12250","AFUN020443",1602,1101,1037,1686,1546,1734,1041,2672,2576,2700
"12251","AFUN020444",1764,1064,1097,736,1208,1163,704,1759,1852,3407
"12252","AFUN020445",32,11,11,26,18,27,3,22,16,74
"12253","AFUN020446",2159,1415,1429,953,1743,1454,849,2320,1972,3792
"12254","AFUN020447",311,192,194,370,659,180,142,303,304,371
"12255","AFUN020448",2467,874,966,2270,1688,1971,618,2266,1110,1125
"12256","AFUN020449",5167,1775,1783,2301,2559,3909,1178,4206,3456,5569
"12257","AFUN020450",330,204,181,120,154,197,99,261,291,448
"12258","AFUN020451",2780,913,986,1256,1946,2091,593,2222,935,1034
"12259","AFUN020452",450,188,182,188,156,535,156,701,530,961
"12260","AFUN020453",2488,1407,1483,1762,3002,1093,612,1619,1096,1040
"12261","AFUN020454",246,101,105,263,588,183,84,279,162,295
"12262","AFUN020455",274,189,181,78,227,262,182,316,276,724
"12263","AFUN020456",112,36,42,67,79,100,33,122,95,161
"12264","AFUN020457",425,239,206,595,429,285,170,510,143,160
"12265","AFUN020458",4887,1511,1504,1268,1093,4523,1381,4016,4487,8168
"12266","AFUN020459",78,36,36,72,2,132,31,97,196,156
"12267","AFUN020460",2,7,0,5,8,11,0,6,2,18
"12268","AFUN020461",1178,425,499,311,447,874,239,1060,1013,2288
"12269","AFUN020462",1230,652,663,759,1094,759,420,1360,837,1064
"12270","AFUN020463",142,79,97,134,132,193,85,170,61,140
"12271","AFUN020464",935,580,610,326,531,640,422,889,721,1610
"12272","AFUN020465",7368,2391,2615,3084,1904,10533,3217,12118,7983,13646
"12273","AFUN020466",1373,393,362,2265,665,1001,264,1880,1880,1392
"12274","AFUN020467",956,457,545,426,388,668,345,860,870,1536
"12275","AFUN020468",605,380,339,255,277,571,309,610,443,608
"12276","AFUN020469",176,91,119,89,100,152,77,215,146,257
"12277","AFUN020470",627,413,395,175,448,432,294,600,471,1195
"12278","AFUN020471",2248,688,680,763,1034,2070,631,2209,1137,1804
"12279","AFUN020472",825,254,277,812,529,697,192,877,743,810
"12280","AFUN020473",12,0,2,10,0,7,2,1,1,6
"12281","AFUN020474",2552,1659,1610,1271,2775,2216,1242,2579,1886,3139
"12282","AFUN020475",3941,1341,1309,1555,1167,3489,992,4128,2519,4098
"12283","AFUN020476",2593,842,949,1079,723,1802,532,2748,2879,4841
"12284","AFUN020477",1771,1078,1174,902,1121,1571,993,1853,1576,3560
"12285","AFUN020478",30,14,10,19,42,17,7,32,15,33
"12286","AFUN020479",7143,2219,2428,3466,1830,6153,1870,8585,7418,10583
"12287","AFUN020480",10,8,5,12,20,5,1,3,0,0
"12288","AFUN020481",555,313,305,355,349,467,260,633,440,452
"12289","AFUN020482",8646,2741,2746,9391,7430,7106,1960,10311,10302,11934
"12290","AFUN020483",677,427,439,201,296,656,362,741,705,949
"12291","AFUN020484",1623,485,549,380,323,1786,496,1862,1527,3335
"12292","AFUN020485",1946,1205,1233,640,1046,1825,1016,2146,1456,2919
"12293","AFUN020486",3479,2162,2216,1672,2471,2492,1425,3053,2303,4102
"12294","AFUN020487",2955,1894,1920,1298,1959,2291,1188,3185,3141,7081
"12295","AFUN020488",687,387,460,426,207,460,243,1051,571,743
"12296","AFUN020489",160,89,76,65,135,185,106,163,116,238
"12297","AFUN020490",216,92,132,135,367,136,97,227,79,64
"12298","AFUN020491",25,9,6,10,27,17,6,33,21,48
"12299","AFUN020492",2536,1480,1618,955,1251,2229,1152,2480,2381,3300
"12300","AFUN020493",385,245,279,169,293,296,163,391,381,798
"12301","AFUN020494",197,142,130,158,151,191,120,289,282,420
"12302","AFUN020495",176,113,130,168,197,206,137,275,94,134
"12303","AFUN020496",555,174,160,179,165,354,147,489,554,1045
"12304","AFUN020497",1955,659,696,2597,737,1405,489,3089,2596,2430
"12305","AFUN020498",290,176,189,227,239,251,136,529,337,580
"12306","AFUN020499",4224,1464,1597,1942,1998,3012,965,3526,2304,3869
"12307","AFUN020500",1557,561,540,646,382,1603,531,2167,1718,2601
"12308","AFUN020501",362,214,217,144,260,255,137,322,328,693
"12309","AFUN020502",1244,678,713,665,822,940,519,1276,868,1200
"12310","AFUN020503",148,76,75,98,91,101,56,197,161,225
"12311","AFUN020504",705,388,401,322,422,694,367,851,886,1506
"12312","AFUN020505",1737,488,543,437,331,1764,479,1559,1602,2290
"12313","AFUN020506",58,27,27,26,61,44,35,80,66,72
"12314","AFUN020507",2745,939,903,1223,818,2537,595,3107,3070,3848
"12315","AFUN020508",2939,1721,1826,2238,2140,2993,1612,4093,3620,4623
"12316","AFUN020509",0,0,0,0,2,0,0,0,0,0
"12317","AFUN020510",41447,14795,15581,9106,11211,42918,14333,32908,34174,68513
"12318","AFUN020511",3218,1991,2040,974,2357,3183,1748,2497,1880,3990
"12319","AFUN020512",1354,796,838,632,873,1315,704,1716,1221,1683
"12320","AFUN020513",227,157,180,153,266,213,129,307,284,440
"12321","AFUN020514",188,102,111,92,140,142,86,188,162,392
"12322","AFUN020515",1596,473,514,972,488,1294,287,1146,1059,1301
"12323","AFUN020516",769,260,281,573,516,712,235,936,1316,1469
"12324","AFUN020517",4331,1478,1608,2377,1454,4377,1246,6012,4484,6836
"12325","AFUN020518",407,243,264,352,299,338,194,646,534,709
"12326","AFUN020519",3499,2058,2254,2409,1821,3390,1856,4849,3044,4511
"12327","AFUN020520",876,302,272,310,419,639,171,845,763,1619
"12328","AFUN020521",74,29,29,65,46,90,25,121,147,183
"12329","AFUN020522",9820,3082,3190,5035,2612,7566,2216,9141,7717,9156
"12330","AFUN020523",3288,1043,1114,1792,467,3207,880,4169,1187,1676
"12331","AFUN020524",6157,2087,2298,4584,1842,6885,2194,9863,4783,5993
"12332","AFUN020525",17,11,9,5,11,61,9,18,59,47
"12333","AFUN020526",218,133,125,148,170,188,90,198,170,380
"12334","AFUN020527",1163,697,661,850,781,1000,498,1460,1693,2404
"12335","AFUN020528",2690,743,892,996,1100,2026,571,2420,1656,2383
"12336","AFUN020529",509,341,316,365,167,501,300,783,728,998
"12337","AFUN020530",3915,1236,1331,2460,1435,3182,981,4524,3532,4063
"12338","AFUN020531",258,70,102,138,54,232,67,405,174,248
"12339","AFUN020532",1023,653,683,669,712,885,503,1349,977,1742
"12340","AFUN020533",523,181,205,162,198,427,113,493,564,1033
"12341","AFUN020534",2023,1219,1350,987,1362,1661,975,2344,1648,2492
"12342","AFUN020535",701,373,419,395,490,484,256,614,450,863
"12343","AFUN020536",4397,1476,1581,2036,2052,3067,1010,3753,2949,4860
"12344","AFUN020537",7347,4378,4690,503,2051,7510,4291,5091,6349,10322
"12345","AFUN020538",39,12,12,24,90,31,10,18,10,34
"12346","AFUN020539",181,109,120,109,152,127,73,217,195,409
"12347","AFUN020540",124,75,83,70,68,75,48,159,145,288
"12348","AFUN020541",487,173,163,394,286,613,187,1664,462,776
"12349","AFUN020542",8584,2764,3095,7087,5789,4836,1458,7387,4178,5103
"12350","AFUN020543",2179,1195,1375,1259,1284,2030,1187,2476,1914,2568
"12351","AFUN020544",1124,629,734,696,880,845,492,1116,719,971
"12352","AFUN020545",4895,2919,3172,3167,5837,4912,2636,6592,1727,3372
"12353","AFUN020546",549,372,391,197,417,438,280,476,585,1093
"12354","AFUN020547",7604,4756,4988,2461,2751,8493,4863,8772,6605,10349
"12355","AFUN020548",5173,1504,1713,6135,4916,5287,1373,8065,5020,5911
"12356","AFUN020549",889,577,650,1396,1018,640,328,1242,1040,1418
"12357","AFUN020550",5594,3314,3441,2139,2341,5327,2992,6569,4430,6397
"12358","AFUN020551",365,117,112,144,143,273,77,374,316,694
"12359","AFUN020552",2013,1361,1400,6407,2476,1331,701,1568,1630,1314
"12360","AFUN020553",6677,4248,4653,1530,3782,6402,3759,5413,4300,8969
"12361","AFUN020554",858,564,610,339,531,1013,610,1142,1312,2011
"12362","AFUN020555",492,155,143,229,153,527,145,845,361,411
"12363","AFUN020556",1499,513,575,282,350,1543,449,1142,1176,2397
"12364","AFUN020557",1,3,2,7,10,4,7,21,5,6
"12365","AFUN020558",5906,1983,2048,2219,2436,5040,1561,5241,4443,8025
"12366","AFUN020559",66,22,17,49,63,91,21,82,41,66
"12367","AFUN020560",116,44,51,89,73,64,19,166,138,214
"12368","AFUN020561",260,57,90,207,131,222,67,236,200,334
"12369","AFUN020562",505,256,311,399,310,549,306,781,590,800
"12370","AFUN020563",4231,2271,2367,1597,1439,4772,2153,4599,3316,5249
"12371","AFUN020564",870,256,336,401,366,703,233,911,738,1896
"12372","AFUN020565",2090,1377,1324,1151,1497,1873,953,1916,1593,2005
"12373","AFUN020566",94,39,40,18,21,98,20,103,114,221
"12374","AFUN020567",302,184,173,99,227,328,148,383,399,573
"12375","AFUN020568",827,262,260,296,335,841,260,956,801,1318
"12376","AFUN020569",97,53,67,71,67,62,36,94,102,114
"12377","AFUN020570",171,60,58,92,123,112,40,145,158,354
"12378","AFUN020571",3924,2559,2621,1045,2296,3614,1998,3317,2634,5068
"12379","AFUN020572",715,372,427,235,387,450,291,594,558,1109
"12380","AFUN020573",888,392,333,473,430,809,214,1093,605,1052
"12381","AFUN020574",270,160,180,188,345,181,129,217,104,116
"12382","AFUN020575",1375,859,865,951,2335,845,406,746,150,255
"12383","AFUN020576",217,79,77,133,68,118,40,315,290,348
"12384","AFUN020577",1007,616,658,367,994,747,370,569,872,1267
"12385","AFUN020578",44,34,24,41,51,27,16,46,69,73
"12386","AFUN020579",7901,2387,2688,5695,2457,7993,2312,12603,8552,13276
"12387","AFUN020580",2937,1773,1981,1298,2685,2794,1599,3286,2849,4864
"12388","AFUN020581",130,34,33,77,42,86,29,178,200,304
"12389","AFUN020582",2663,880,991,1620,1243,1200,423,1481,580,557
"12390","AFUN020583",62,21,24,5,28,38,15,28,37,60
"12391","AFUN020584",3157,1924,1932,1792,2780,2612,1488,2316,1475,1902
"12392","AFUN020585",1003,590,613,729,698,843,430,1084,961,1650
"12393","AFUN020586",264,80,91,110,98,219,65,243,292,461
"12394","AFUN020587",0,2,0,1,7,1,3,1,5,4
"12395","AFUN020588",688,384,456,342,451,572,345,778,774,1677
"12396","AFUN020589",2922,1011,993,2268,744,1769,512,3027,2455,2456
"12397","AFUN020590",1553,537,566,934,512,1518,464,1818,1478,2302
"12398","AFUN020591",2910,1064,1042,1946,553,1998,608,2526,1518,2969
"12399","AFUN020592",13515,5098,5314,5697,5589,11512,3816,12362,11095,17705
"12400","AFUN020593",5601,1792,1892,2696,1914,4133,1252,4935,3688,5498
"12401","AFUN020594",24,21,12,18,19,19,12,19,26,48
"12402","AFUN020595",5101,1696,1686,2611,1297,3459,1055,4977,2312,3465
"12403","AFUN020596",21,4,9,3,2,8,6,29,33,43
"12404","AFUN020597",61,23,27,155,144,46,14,86,58,81
"12405","AFUN020598",1612,588,623,710,619,1383,442,1653,1003,1619
"12406","AFUN020599",1811,686,762,755,1175,1260,407,1654,426,649
"12407","AFUN020600",59,34,33,154,54,45,10,138,102,133
"12408","AFUN020601",14252,4899,5133,4869,4716,14083,4340,14192,11472,19504
"12409","AFUN020602",1916,1216,1174,1325,1214,1036,574,1835,1276,1649
"12410","AFUN020603",7,8,1,4,2,2,0,9,1,9
"12411","AFUN020604",82,41,34,65,58,102,19,135,105,181
"12412","AFUN020605",829,242,289,447,267,773,252,945,829,1340
"12413","AFUN020606",842,542,555,459,630,751,472,960,715,1064
"12414","AFUN020607",3920,2202,2350,2017,1888,3182,1639,3747,2857,3759
"12415","AFUN020608",3809,2080,2187,1314,1746,2573,1398,3277,2482,2985
"12416","AFUN020609",1536,1005,978,479,871,1235,753,1254,933,1853
"12417","AFUN020610",399,138,130,215,174,259,86,377,296,302
"12418","AFUN020611",22,24,22,42,49,73,7,116,69,93
"12419","AFUN020612",2532,763,818,1415,882,2390,738,2999,2229,3710
"12420","AFUN020613",1236,854,848,471,890,933,578,1156,1214,2487
"12421","AFUN020614",236,72,82,481,82,157,68,379,85,101
"12422","AFUN020615",900,591,582,246,434,936,539,884,856,1887
"12423","AFUN020616",209,74,63,61,123,127,34,164,185,322
"12424","AFUN020617",65,5,9,41,16,35,7,65,33,17
"12425","AFUN020618",4102,2622,2645,1082,1892,3537,1936,3656,2625,4022
"12426","AFUN020619",1249,732,832,336,785,1097,618,1086,994,1727
"12427","AFUN020620",152,53,71,92,76,93,22,182,86,365
"12428","AFUN020621",204,48,84,100,73,170,44,234,242,367
"12429","AFUN020622",173,95,122,118,213,123,85,179,86,55
"12430","AFUN020623",14636,5043,5365,4059,4917,10996,3660,11440,7513,15696
"12431","AFUN020624",931,505,547,388,552,607,290,891,763,1398
"12432","AFUN020625",4028,1231,1289,1543,1052,2984,889,3844,3069,6486
"12433","AFUN020626",153,58,70,109,78,97,39,154,194,255
"12434","AFUN020627",7275,2432,2503,4158,2050,6914,2188,8496,8442,9696
"12435","AFUN020628",446,136,151,269,221,635,201,863,676,1189
"12436","AFUN020629",103,28,38,222,137,87,27,34,12,48
"12437","AFUN020630",1540,929,1038,893,1459,1269,768,1675,1447,1826
"12438","AFUN020631",1086,365,353,320,249,684,186,932,981,2048
"12439","AFUN020632",633,205,257,208,184,582,218,846,669,1224
"12440","AFUN020633",466,325,327,119,386,372,200,401,414,686
"12441","AFUN020634",200,121,121,159,138,150,75,328,296,342
"12442","AFUN020635",381,221,347,329,279,324,213,633,653,675
"12443","AFUN020636",34,14,19,42,21,17,4,45,43,16
"12444","AFUN020637",1670,643,738,996,612,1630,591,1807,1543,2198
"12445","AFUN020638",1899,717,711,1057,858,2115,662,3922,608,1535
"12446","AFUN020639",529,215,194,213,144,395,109,729,630,1111
"12447","AFUN020640",478,133,157,609,273,280,90,563,429,255
"12448","AFUN020641",27,29,22,42,53,36,32,47,23,18
"12449","AFUN020642",928,295,317,640,820,846,197,1022,480,660
"12450","AFUN020643",259,150,192,207,165,234,145,364,373,576
"12451","AFUN020644",452,163,157,213,259,275,73,360,443,845
"12452","AFUN020645",37,33,50,32,119,83,21,87,37,90
"12453","AFUN020646",2276,1430,1524,987,987,1965,1053,2430,2020,2861
"12454","AFUN020647",687,230,236,451,462,299,118,444,348,505
"12455","AFUN020648",3246,1175,1272,1290,1193,3140,1009,3221,2946,4925
"12456","AFUN020649",8338,2886,3024,4519,4283,6043,2169,8379,3099,7036
"12457","AFUN020650",904,233,272,275,285,741,215,839,626,1116
"12458","AFUN020651",7208,3855,4127,3229,4425,6669,3564,7513,4832,6181
"12459","AFUN020652",9310,3424,3489,5075,3953,9800,3013,10951,7989,13062
"12460","AFUN020653",3575,1277,1264,1600,1359,3198,1038,4318,2966,4433
"12461","AFUN020654",1205,732,688,580,939,1002,516,1298,1239,2241
"12462","AFUN020655",2868,1892,2038,980,1198,3055,1750,3242,2785,4306
"12463","AFUN020656",14833,5324,5578,11065,6741,15764,5319,17369,9364,13409
"12464","AFUN020657",49,20,22,33,28,60,16,109,71,74
"12465","AFUN020658",63,26,43,53,56,70,19,98,50,153
"12466","AFUN020659",239,152,172,142,115,196,91,264,339,459
"12467","AFUN020660",2060,1263,1377,832,1324,1541,962,1753,1122,1717
"12468","AFUN020661",2,0,0,1,7,3,1,4,3,7
"12469","AFUN020662",67,43,34,69,65,66,36,103,49,74
"12470","AFUN020663",17394,5584,5885,12006,6691,10043,3005,14385,9757,11228
"12471","AFUN020664",176,105,99,188,136,201,93,260,232,272
"12472","AFUN020665",8855,2946,3212,3581,3803,7788,2354,7586,5496,8794
"12473","AFUN020666",10174,6435,6863,6290,4449,4104,2363,6918,3948,2489
"12474","AFUN020667",1979,630,653,681,624,1812,543,1881,1513,2484
"12475","AFUN020668",3493,2048,2059,2351,1306,2348,1283,3681,2186,2337
"12476","AFUN020669",574,254,280,348,215,534,169,826,682,1252
"12477","AFUN020670",306,172,185,130,194,315,141,176,207,542
"12478","AFUN020671",617,243,220,243,281,775,182,670,719,1336
"12479","AFUN020672",1143,658,770,652,1586,688,474,871,472,965
"12480","AFUN020673",353,232,238,127,223,355,181,320,344,525
"12481","AFUN020674",2462,726,777,1134,667,2664,798,3034,2705,3796
"12482","AFUN020675",891,544,575,497,450,732,455,931,988,1605
"12483","AFUN020676",528,190,207,357,216,804,232,1057,639,855
"12484","AFUN020677",20,5,8,6,17,4,1,0,3,28
"12485","AFUN020678",1267,763,848,253,185,383,260,1266,435,396
"12486","AFUN020679",287,173,153,101,242,372,165,361,268,454
"12487","AFUN020680",5492,2960,3075,3766,3311,4722,2514,7931,5941,6481
"12488","AFUN020681",2,4,4,4,10,2,0,11,1,1
"12489","AFUN020682",4,3,10,0,1,2,1,0,1,12
"12490","AFUN020683",508,146,129,638,268,386,110,530,214,204
"12491","AFUN020684",7544,2466,2563,6174,2787,4801,1370,6367,3534,3322
"12492","AFUN020685",282,137,130,342,360,275,121,411,334,660
"12493","AFUN020686",1563,1019,1076,734,915,1601,905,1971,1603,2308
"12494","AFUN020687",653,230,226,554,321,684,182,1270,543,705
"12495","AFUN020688",26,11,13,23,84,23,5,24,2,4
"12496","AFUN020689",1877,835,825,731,849,1828,665,2117,1542,1974
"12497","AFUN020690",1525,541,597,952,652,501,172,848,420,429
"12498","AFUN020691",1212,408,371,361,310,1105,365,1181,1317,1722
"12499","AFUN020692",652,363,375,197,234,705,366,788,684,1032
"12500","AFUN020693",84,30,42,83,155,84,40,80,54,29
"12501","AFUN020694",94,31,18,37,33,63,18,79,60,111
"12502","AFUN020695",45,57,43,101,3,55,44,118,88,33
"12503","AFUN020696",2452,853,1034,1780,917,2479,787,3066,2793,3465
"12504","AFUN020697",327,184,201,137,440,270,145,332,248,381
"12505","AFUN020698",187,125,137,128,187,164,91,177,176,347
"12506","AFUN020699",291,127,142,135,215,248,88,242,186,329
"12507","AFUN020700",998,668,636,299,558,762,417,730,882,1220
"12508","AFUN020701",284,180,194,132,260,288,139,325,304,569
"12509","AFUN020702",2906,1076,1037,1338,921,2873,902,3369,3238,4879
"12510","AFUN020703",2252,921,903,1176,1385,2116,733,3032,1430,2494
"12511","AFUN020704",826,531,469,348,449,750,442,887,852,1068
"12512","AFUN020705",293,149,169,145,133,228,123,412,381,576
"12513","AFUN020706",553,266,322,271,324,523,262,553,545,822
"12514","AFUN020707",1986,721,798,306,611,1960,565,1719,1464,2346
"12515","AFUN020708",501,170,181,216,191,305,107,526,459,929
"12516","AFUN020709",648,392,378,238,321,450,265,528,475,1405
"12517","AFUN020710",117,50,51,119,53,98,50,119,127,73
"12518","AFUN020711",749,253,254,222,203,569,170,606,650,1096
"12519","AFUN020712",193,109,102,102,177,191,91,229,206,416
"12520","AFUN020713",100,59,86,70,79,82,52,173,149,225
"12521","AFUN020714",1456,477,479,835,462,1161,322,1401,1044,1296
"12522","AFUN020715",911,349,338,366,377,553,179,687,745,1241
"12523","AFUN020716",1700,1130,1208,691,1172,1077,627,1539,1546,2998
"12524","AFUN020717",160,66,86,187,213,184,69,316,289,199
"12525","AFUN020718",217,73,78,246,221,145,52,348,282,267
"12526","AFUN020719",4824,1588,1832,3790,3886,3535,965,3272,3406,4654
"12527","AFUN020720",22,14,7,16,7,11,10,25,38,11
"12528","AFUN020721",0,2,0,5,14,0,0,0,2,2
"12529","AFUN020722",914,576,565,357,304,948,488,1065,1142,1933
"12530","AFUN020723",2,0,0,0,8,1,0,0,2,1
"12531","AFUN020724",1530,883,933,886,1190,1230,716,1650,1436,1809
"12532","AFUN020725",335,112,117,190,167,457,102,565,547,1180
"12533","AFUN020726",0,0,0,0,0,0,0,0,0,0
"12534","AFUN020727",239,150,160,94,187,173,96,206,157,387
"12535","AFUN020728",1935,645,708,913,844,1550,450,1898,1855,2227
"12536","AFUN020729",1492,955,1017,536,1303,1076,584,1467,1216,2484
"12537","AFUN020730",2,0,0,0,0,2,0,0,0,1
"12538","AFUN020731",2886,2012,2188,1273,1934,3139,1998,3946,2652,3923
"12539","AFUN020732",430,277,245,167,264,348,180,437,399,823
"12540","AFUN020733",646,387,407,139,292,582,338,557,623,1196
"12541","AFUN020734",375,143,149,309,92,504,155,754,392,524
"12542","AFUN020735",2663,1469,1613,2012,1815,1853,965,3591,3534,4444
"12543","AFUN020736",342,84,90,170,120,212,63,265,213,452
"12544","AFUN020737",587,213,211,398,283,347,130,597,354,284
"12545","AFUN020738",250,183,173,166,224,217,136,398,395,709
"12546","AFUN020739",321,132,103,123,110,372,93,403,358,563
"12547","AFUN020740",13632,4312,4683,8586,6084,5828,1588,7676,4754,4705
"12548","AFUN020741",960,565,589,323,468,751,455,795,1024,1317
"12549","AFUN020742",1227,725,779,561,683,1128,593,1485,1258,1762
"12550","AFUN020743",6744,2202,2461,1937,1786,5796,1733,6391,4514,8462
"12551","AFUN020744",3124,936,1037,2120,1317,3167,875,3442,2246,2512
"12552","AFUN020745",2507,867,922,1435,874,2369,801,2561,2833,4802
"12553","AFUN020746",2140,1214,1291,1440,1745,2004,1167,2381,2381,3179
"12554","AFUN020747",4613,2820,2998,3352,4215,3805,2086,4837,3650,4256
"12555","AFUN020748",2069,1252,1388,172,616,1951,1163,1516,1520,2988
"12556","AFUN020749",8461,2996,3166,1602,2013,7524,2456,8385,7616,11883
"12557","AFUN020750",28,13,12,72,27,54,15,107,119,127
"12558","AFUN020751",89,34,31,103,57,118,31,146,113,139
"12559","AFUN020752",773,287,279,658,305,696,221,992,537,606
"12560","AFUN020753",228,157,148,124,277,292,160,409,504,726
"12561","AFUN020754",1946,1100,1143,1766,1551,998,489,1402,675,683
"12562","AFUN020755",1868,1226,1295,1280,1528,1438,834,1990,1567,2308
"12563","AFUN020756",531,149,192,191,204,509,168,718,582,618
"12564","AFUN020757",214,127,133,120,131,257,135,216,270,469
"12565","AFUN020758",36,4,13,133,108,75,27,34,32,30
"12566","AFUN020759",5553,1849,1913,2794,1921,6714,2088,7717,6469,9299
"12567","AFUN020760",6444,2205,2221,2543,3024,5624,1716,5655,5104,8445
"12568","AFUN020761",21,24,12,31,64,30,18,33,20,27
"12569","AFUN020762",67,54,56,25,43,94,54,88,107,134
"12570","AFUN020763",2563,1613,1623,1049,1669,2242,1276,2801,2238,3137
"12571","AFUN020764",1246,416,437,645,1205,1080,314,823,286,846
"12572","AFUN020765",423,154,141,527,399,127,35,221,216,201
"12573","AFUN020766",4759,1750,1794,2114,1987,4295,1446,4966,4266,6629
"12574","AFUN020767",2300,749,733,1115,590,1591,439,2381,2385,4582
"12575","AFUN020768",3511,1025,1183,11321,5574,2857,786,6094,5456,4923
"12576","AFUN020769",3,1,4,23,9,3,0,0,3,0
"12577","AFUN020770",20,27,15,22,23,41,23,46,41,38
"12578","AFUN020771",77,20,15,153,139,16,11,51,12,10
"12579","AFUN020772",166,101,126,92,178,228,71,173,170,205
"12580","AFUN020773",541,326,386,310,325,515,277,728,690,1089
"12581","AFUN020774",6630,4074,4287,2415,4325,6659,3711,7601,6153,9530
"12582","AFUN020775",3773,2233,2468,1233,2340,3814,2071,3824,3254,4670
"12583","AFUN020776",1044,569,574,449,642,771,424,1260,868,1318
"12584","AFUN020777",881,604,645,527,716,897,509,1073,833,1189
"12585","AFUN020778",382,240,260,213,362,240,131,432,370,632
"12586","AFUN020779",12620,4598,4885,6458,3277,9565,3073,13091,12197,13432
"12587","AFUN020780",2853,1663,1779,1789,1339,2535,1450,3156,1954,3019
"12588","AFUN020781",3299,1006,1096,1354,1161,2544,713,2669,2162,2692
"12589","AFUN020782",8998,2926,2964,3858,2692,7189,2193,8700,6302,8853
"12590","AFUN020783",3852,1234,1372,1888,1384,3578,1072,4380,2950,4525
"12591","AFUN020784",1667,441,557,1235,1231,1161,359,1630,714,1010
"12592","AFUN020785",98,47,44,17,22,138,36,113,123,160
"12593","AFUN020786",16,3,9,30,108,12,7,7,11,24
"12594","AFUN020787",11342,6844,7584,4386,6888,10822,6298,11523,10460,15138
"12595","AFUN020788",144,82,97,85,46,103,77,120,193,349
"12596","AFUN020789",491,180,190,195,141,399,107,538,332,438
"12597","AFUN020790",171,135,137,87,83,184,106,181,181,294
"12598","AFUN020791",8879,5446,6046,4140,8598,6248,3404,5157,4505,5392
"12599","AFUN020792",5,1,2,7,8,6,1,3,0,10
"12600","AFUN020793",222,63,105,170,137,166,61,329,468,637
"12601","AFUN020794",13,7,8,16,8,20,5,29,29,57
"12602","AFUN020795",474,270,315,1148,452,482,238,733,314,266
"12603","AFUN020796",128,78,71,130,143,141,61,219,125,159
"12604","AFUN020797",517,366,350,450,895,318,180,530,262,231
"12605","AFUN020798",108,73,77,35,52,116,59,137,157,221
"12606","AFUN020799",17638,5771,6087,5639,5932,15579,4703,21739,13977,18575
"12607","AFUN020800",8151,5099,5444,6343,4671,6272,3527,7107,4469,6561
"12608","AFUN020801",280,181,203,76,244,208,146,186,136,257
"12609","AFUN020802",718,529,498,273,266,820,423,916,1003,1433
"12610","AFUN020803",184,87,58,77,39,287,84,241,211,347
"12611","AFUN020804",8891,2546,2651,4473,3790,9838,2558,10743,2788,4919
"12612","AFUN020805",49,31,55,15,10,68,34,78,61,66
"12613","AFUN020806",1037,390,418,467,559,654,229,1070,1114,1671
"12614","AFUN020807",18699,5952,6430,11493,9739,12878,3711,14705,13019,14484
"12615","AFUN020808",2526,789,812,585,362,1031,361,2261,990,1105
"12616","AFUN020809",243,76,90,109,62,153,65,250,223,406
"12617","AFUN020810",1280,448,464,591,614,1140,380,1230,1019,1679
"12618","AFUN020811",8268,5309,5521,3839,4252,7011,4170,7296,7587,9786
"12619","AFUN020812",6221,2267,2320,3644,3062,4695,1461,4674,4324,7261
"12620","AFUN020813",404,139,144,45,127,449,156,332,355,770
"12621","AFUN020814",589,307,348,335,434,449,203,586,540,847
"12622","AFUN020815",3006,1141,1179,1135,1221,2188,704,1974,1158,2066
"12623","AFUN020816",190,99,118,121,259,115,72,209,165,276
"12624","AFUN020817",860,463,527,676,734,306,183,235,196,111
"12625","AFUN020818",14546,4968,5063,16069,5105,11125,3687,21308,3643,5598
"12626","AFUN020819",112,31,31,73,52,147,38,150,131,169
"12627","AFUN020820",98,66,56,48,139,97,22,113,94,84
"12628","AFUN020821",3101,1036,1033,1106,1050,2968,872,2927,2221,3613
"12629","AFUN020822",5566,1697,1943,3831,5150,4126,1213,3977,1480,2063
"12630","AFUN020823",334,213,219,399,566,154,105,258,107,109
"12631","AFUN020824",5073,1564,1682,2651,1612,3690,1060,4034,2850,4044
"12632","AFUN020825",104,60,81,71,134,115,60,165,144,297
"12633","AFUN020826",21,16,17,30,59,16,8,13,17,15
"12634","AFUN020827",809,460,466,314,492,835,429,1008,961,1460
"12635","AFUN020828",596,316,320,296,286,552,261,760,722,713
"12636","AFUN020829",33,13,9,19,34,18,12,10,19,12
"12637","AFUN020830",1290,782,740,230,588,1051,519,984,694,1776
"12638","AFUN020831",65,27,55,17,49,56,46,59,18,43
"12639","AFUN020832",4100,1378,1534,2376,1693,4380,1240,6281,4438,10461
"12640","AFUN020833",1022,310,282,510,654,767,176,1207,437,645
"12641","AFUN020834",96,45,36,60,134,64,34,78,103,128
"12642","AFUN020835",235,231,172,193,217,216,128,295,258,391
